person_number,year,walk
A02941,4,NotAttend
A02941,5,NotAttend
A02942,1,NotAttend
A02942,2,attend
A02942,3,NotAttend
A02942,4,NotAttend
A02942,5,NotAttend
A02943,1,attend
A02943,2,NotAttend
A02943,3,NotAttend
A02943,4,NotAttend
A02943,5,NotAttend
A02944,1,NotAttend
A02944,2,NotAttend
A02944,3,NotAttend
A02944,4,NotAttend
A02944,5,NotAttend
A02945,1,NotAttend
A02945,2,NotAttend
A02945,3,NotAttend
A02945,4,NotAttend
A02945,5,NotAttend
A02946,1,NotAttend
A02946,2,NotAttend
A02946,3,NotAttend
A02946,4,NotAttend
A02946,5,NotAttend
A02947,1,attend
A02947,2,NotAttend
A02947,3,NotAttend
A02947,4,NotAttend
A02947,5,attend
A02948,1,NotAttend
A02948,2,attend
A02948,3,NotAttend
A02948,4,attend
A02948,5,NotAttend
A02949,1,NotAttend
A02949,2,NotAttend
A02949,3,NotAttend
A02949,4,NotAttend
A02949,5,NotAttend
A02950,1,NotAttend
A02950,2,NotAttend
A02950,3,NotAttend
A02950,4,NotAttend
A02950,5,NotAttend
A02951,1,NotAttend
A02951,2,NotAttend
A02951,3,NotAttend
A02951,4,NotAttend
A02951,5,NotAttend
A02952,1,NotAttend
A02952,2,NotAttend
A02952,3,NotAttend
A02952,4,NotAttend
A02952,5,NotAttend
A02953,1,NotAttend
A02953,2,NotAttend
A02953,3,attend
A02953,4,NotAttend
A02953,5,NotAttend
A02954,1,NotAttend
A02954,2,attend
A02954,3,attend
A02954,4,NotAttend
A02954,5,NotAttend
A02955,1,NotAttend
A02955,2,NotAttend
A02955,3,NotAttend
A02955,4,NotAttend
A02955,5,NotAttend
A02956,1,NotAttend
A02956,2,NotAttend
A02956,3,NotAttend
A02956,4,NotAttend
A02956,5,NotAttend
A02957,1,NotAttend
A02957,2,NotAttend
A02957,3,attend
A02957,4,NotAttend
A02957,5,attend
A02958,1,NotAttend
A02958,2,attend
A02958,3,NotAttend
A02958,4,NotAttend
A02958,5,attend
A02959,1,NotAttend
A02959,2,NotAttend
A02959,3,NotAttend
A02959,4,NotAttend
A02959,5,attend
A02960,1,NotAttend
A02960,2,NotAttend
A02960,3,NotAttend
A02960,4,NotAttend
A02960,5,NotAttend
A02961,1,NotAttend
A02961,2,NotAttend
A02961,3,NotAttend
A02961,4,NotAttend
A02961,5,NotAttend
A02962,1,NotAttend
A02962,2,NotAttend
A02962,3,NotAttend
A02962,4,NotAttend
A02962,5,NotAttend
A02963,1,NotAttend
A02963,2,NotAttend
A02963,3,NotAttend
A02963,4,NotAttend
A02963,5,NotAttend
A02964,1,NotAttend
A02964,2,NotAttend
A02964,3,NotAttend
A02964,4,NotAttend
A02964,5,NotAttend
A02965,1,NotAttend
A02965,2,NotAttend
A02965,3,NotAttend
A02965,4,NotAttend
A02965,5,NotAttend
A02966,1,attend
A02966,2,attend
A02966,3,NotAttend
A02966,4,NotAttend
A02966,5,NotAttend
A02967,1,NotAttend
A02967,2,NotAttend
A02967,3,NotAttend
A02967,4,NotAttend
A02967,5,NotAttend
A02968,1,NotAttend
A02968,2,NotAttend
A02968,3,NotAttend
A02968,4,NotAttend
A02968,5,NotAttend
A02969,1,NotAttend
A02969,2,NotAttend
A02969,3,NotAttend
A02969,4,NotAttend
A02969,5,NotAttend
A02970,1,NotAttend
A02970,2,NotAttend
A02970,3,NotAttend
A02970,4,NotAttend
A02970,5,attend
A02971,1,NotAttend
A02971,2,attend
A02971,3,attend
A02971,4,attend
A02971,5,NotAttend
A02972,1,NotAttend
A02972,2,attend
A02972,3,NotAttend
A02972,4,NotAttend
A02972,5,NotAttend
A02973,1,NotAttend
A02973,2,NotAttend
A02973,3,NotAttend
A02973,4,NotAttend
A02973,5,attend
A02974,1,NotAttend
A02974,2,NotAttend
A02974,3,NotAttend
A02974,4,NotAttend
A02974,5,attend
A02975,1,NotAttend
A02975,2,NotAttend
A02975,3,attend
A02975,4,NotAttend
A02975,5,attend
A02976,1,NotAttend
A02976,2,attend
A02976,3,NotAttend
A02976,4,NotAttend
A02976,5,NotAttend
A02977,1,NotAttend
A02977,2,NotAttend
A02977,3,NotAttend
A02977,4,NotAttend
A02977,5,NotAttend
A02978,1,NotAttend
A02978,2,NotAttend
A02978,3,NotAttend
A02978,4,NotAttend
A02978,5,attend
A02979,1,attend
A02979,2,NotAttend
A02979,3,NotAttend
A02979,4,NotAttend
A02979,5,NotAttend
A02980,1,NotAttend
A02980,2,NotAttend
A02980,3,attend
A02980,4,attend
A02980,5,NotAttend
A02981,1,NotAttend
A02981,2,NotAttend
A02981,3,NotAttend
A02981,4,NotAttend
A02981,5,NotAttend
A02982,1,attend
A02982,2,NotAttend
A02982,3,NotAttend
A02982,4,NotAttend
A02982,5,NotAttend
A02983,1,attend
A02983,2,NotAttend
A02983,3,NotAttend
A02983,4,NotAttend
A02983,5,NotAttend
A02984,1,NotAttend
A02984,2,NotAttend
A02984,3,NotAttend
A02984,4,NotAttend
A02984,5,attend
A02985,1,NotAttend
A02985,2,NotAttend
A02985,3,NotAttend
A02985,4,NotAttend
A02985,5,NotAttend
A02986,1,NotAttend
A02986,2,NotAttend
A02986,3,NotAttend
A02986,4,NotAttend
A02986,5,NotAttend
A02987,1,NotAttend
A02987,2,NotAttend
A02987,3,NotAttend
A02987,4,attend
A02987,5,NotAttend
A02988,1,NotAttend
A02988,2,NotAttend
A02988,3,NotAttend
A02988,4,NotAttend
A02988,5,NotAttend
A02989,1,NotAttend
A02989,2,NotAttend
A02989,3,NotAttend
A02989,4,NotAttend
A02989,5,NotAttend
A02990,1,NotAttend
A02990,2,NotAttend
A02990,3,attend
A02990,4,NotAttend
A02990,5,NotAttend
A02991,1,NotAttend
A02991,2,attend
A02991,3,NotAttend
A02991,4,NotAttend
A02991,5,attend
A02992,1,NotAttend
A02992,2,NotAttend
A02992,3,NotAttend
A02992,4,NotAttend
A02992,5,NotAttend
A02993,1,NotAttend
A02993,2,NotAttend
A02993,3,NotAttend
A02993,4,NotAttend
A02993,5,NotAttend
A02994,1,NotAttend
A02994,2,NotAttend
A02994,3,NotAttend
A02994,4,NotAttend
A02994,5,NotAttend
A02995,1,NotAttend
A02995,2,NotAttend
A02995,3,NotAttend
A02995,4,NotAttend
A02995,5,NotAttend
A02996,1,NotAttend
A02996,2,NotAttend
A02996,3,NotAttend
A02996,4,NotAttend
A02996,5,NotAttend
A02997,1,attend
A02997,2,attend
A02997,3,attend
A02997,4,NotAttend
A02997,5,NotAttend
A02998,1,NotAttend
A02998,2,NotAttend
A02998,3,NotAttend
A02998,4,NotAttend
A02998,5,NotAttend
A02999,1,NotAttend
A02999,2,attend
A02999,3,NotAttend
A02999,4,attend
A02999,5,NotAttend
A03000,1,NotAttend
A03000,2,attend
A03000,3,NotAttend
A03000,4,NotAttend
A03000,5,NotAttend
A03001,1,NotAttend
A03001,2,attend
A03001,3,NotAttend
A03001,4,NotAttend
A03001,5,NotAttend
A03002,1,attend
A03002,2,NotAttend
A03002,3,NotAttend
A03002,4,NotAttend
A03002,5,NotAttend
A03003,1,attend
A03003,2,NotAttend
A03003,3,NotAttend
A03003,4,NotAttend
A03003,5,NotAttend
A03004,1,NotAttend
A03004,2,NotAttend
A03004,3,attend
A03004,4,NotAttend
A03004,5,attend
A03005,1,NotAttend
A03005,2,NotAttend
A03005,3,NotAttend
A03005,4,NotAttend
A03005,5,NotAttend
A03006,1,NotAttend
A03006,2,NotAttend
A03006,3,attend
A03006,4,NotAttend
A03006,5,NotAttend
A03007,1,NotAttend
A03007,2,NotAttend
A03007,3,NotAttend
A03007,4,NotAttend
A03007,5,NotAttend
A03008,1,NotAttend
A03008,2,NotAttend
A03008,3,NotAttend
A03008,4,NotAttend
A03008,5,NotAttend
A03009,1,NotAttend
A03009,2,NotAttend
A03009,3,NotAttend
A03009,4,NotAttend
A03009,5,NotAttend
A03010,1,NotAttend
A03010,2,NotAttend
A03010,3,NotAttend
A03010,4,NotAttend
A03010,5,NotAttend
A03011,1,NotAttend
A03011,2,NotAttend
A03011,3,attend
A03011,4,NotAttend
A03011,5,NotAttend
A03012,1,NotAttend
A03012,2,NotAttend
A03012,3,NotAttend
A03012,4,NotAttend
A03012,5,NotAttend
A03013,1,NotAttend
A03013,2,NotAttend
A03013,3,NotAttend
A03013,4,NotAttend
A03013,5,NotAttend
A03014,1,NotAttend
A03014,2,NotAttend
A03014,3,NotAttend
A03014,4,NotAttend
A03014,5,NotAttend
A03015,1,NotAttend
A03015,2,NotAttend
A03015,3,NotAttend
A03015,4,NotAttend
A03015,5,NotAttend
A03016,1,NotAttend
A03016,2,NotAttend
A03016,3,NotAttend
A03016,4,NotAttend
A03016,5,NotAttend
A03017,1,NotAttend
A03017,2,NotAttend
A03017,3,NotAttend
A03017,4,NotAttend
A03017,5,attend
A03018,1,NotAttend
A03018,2,NotAttend
A03018,3,attend
A03018,4,NotAttend
A03018,5,NotAttend
A03019,1,NotAttend
A03019,2,NotAttend
A03019,3,attend
A03019,4,NotAttend
A03019,5,attend
A03020,1,NotAttend
A03020,2,attend
A03020,3,NotAttend
A03020,4,NotAttend
A03020,5,NotAttend
A03021,1,NotAttend
A03021,2,NotAttend
A03021,3,attend
A03021,4,NotAttend
A03021,5,NotAttend
A03022,1,NotAttend
A03022,2,NotAttend
A03022,3,NotAttend
A03022,4,attend
A03022,5,NotAttend
A03023,1,attend
A03023,2,NotAttend
A03023,3,NotAttend
A03023,4,NotAttend
A03023,5,attend
A03024,1,NotAttend
A03024,2,attend
A03024,3,NotAttend
A03024,4,NotAttend
A03024,5,NotAttend
A03025,1,NotAttend
A03025,2,NotAttend
A03025,3,attend
A03025,4,NotAttend
A03025,5,attend
A03026,1,NotAttend
A03026,2,NotAttend
A03026,3,NotAttend
A03026,4,NotAttend
A03026,5,NotAttend
A03027,1,NotAttend
A03027,2,NotAttend
A03027,3,NotAttend
A03027,4,attend
A03027,5,NotAttend
A03028,1,NotAttend
A03028,2,NotAttend
A03028,3,NotAttend
A03028,4,NotAttend
A03028,5,NotAttend
A03029,1,NotAttend
A03029,2,attend
A03029,3,NotAttend
A03029,4,NotAttend
A03029,5,NotAttend
A03030,1,NotAttend
A03030,2,NotAttend
A03030,3,attend
A03030,4,attend
A03030,5,NotAttend
A03031,1,attend
A03031,2,NotAttend
A03031,3,NotAttend
A03031,4,NotAttend
A03031,5,NotAttend
A03032,1,attend
A03032,2,NotAttend
A03032,3,NotAttend
A03032,4,NotAttend
A03032,5,NotAttend
A03033,1,attend
A03033,2,attend
A03033,3,NotAttend
A03033,4,NotAttend
A03033,5,NotAttend
A03034,1,NotAttend
A03034,2,NotAttend
A03034,3,NotAttend
A03034,4,NotAttend
A03034,5,NotAttend
A03035,1,NotAttend
A03035,2,NotAttend
A03035,3,NotAttend
A03035,4,NotAttend
A03035,5,NotAttend
A03036,1,NotAttend
A03036,2,NotAttend
A03036,3,NotAttend
A03036,4,NotAttend
A03036,5,NotAttend
A03037,1,NotAttend
A03037,2,NotAttend
A03037,3,NotAttend
A03037,4,attend
A03037,5,NotAttend
A03038,1,NotAttend
A03038,2,NotAttend
A03038,3,NotAttend
A03038,4,attend
A03038,5,attend
A03039,1,NotAttend
A03039,2,attend
A03039,3,NotAttend
A03039,4,attend
A03039,5,attend
A03040,1,NotAttend
A03040,2,NotAttend
A03040,3,NotAttend
A03040,4,attend
A03040,5,NotAttend
A03041,1,NotAttend
A03041,2,NotAttend
A03041,3,attend
A03041,4,attend
A03041,5,NotAttend
A03042,1,NotAttend
A03042,2,NotAttend
A03042,3,NotAttend
A03042,4,NotAttend
A03042,5,NotAttend
A03043,1,NotAttend
A03043,2,NotAttend
A03043,3,NotAttend
A03043,4,attend
A03043,5,NotAttend
A03044,1,NotAttend
A03044,2,NotAttend
A03044,3,NotAttend
A03044,4,NotAttend
A03044,5,NotAttend
A03045,1,NotAttend
A03045,2,NotAttend
A03045,3,NotAttend
A03045,4,NotAttend
A03045,5,NotAttend
A03046,1,NotAttend
A03046,2,NotAttend
A03046,3,NotAttend
A03046,4,NotAttend
A03046,5,NotAttend
A03047,1,NotAttend
A03047,2,NotAttend
A03047,3,NotAttend
A03047,4,NotAttend
A03047,5,NotAttend
A03048,1,attend
A03048,2,NotAttend
A03048,3,NotAttend
A03048,4,NotAttend
A03048,5,attend
A03049,1,NotAttend
A03049,2,NotAttend
A03049,3,NotAttend
A03049,4,NotAttend
A03049,5,attend
A03050,1,NotAttend
A03050,2,NotAttend
A03050,3,NotAttend
A03050,4,NotAttend
A03050,5,attend
A03051,1,attend
A03051,2,NotAttend
A03051,3,NotAttend
A03051,4,NotAttend
A03051,5,NotAttend
A03052,1,NotAttend
A03052,2,NotAttend
A03052,3,NotAttend
A03052,4,NotAttend
A03052,5,NotAttend
A03053,1,NotAttend
A03053,2,NotAttend
A03053,3,NotAttend
A03053,4,attend
A03053,5,NotAttend
A03054,1,NotAttend
A03054,2,NotAttend
A03054,3,NotAttend
A03054,4,NotAttend
A03054,5,attend
A03055,1,NotAttend
A03055,2,NotAttend
A03055,3,NotAttend
A03055,4,NotAttend
A03055,5,NotAttend
A03056,1,NotAttend
A03056,2,NotAttend
A03056,3,NotAttend
A03056,4,NotAttend
A03056,5,NotAttend
A03057,1,NotAttend
A03057,2,NotAttend
A03057,3,NotAttend
A03057,4,NotAttend
A03057,5,NotAttend
A03058,1,NotAttend
A03058,2,NotAttend
A03058,3,NotAttend
A03058,4,NotAttend
A03058,5,attend
A03059,1,attend
A03059,2,NotAttend
A03059,3,NotAttend
A03059,4,NotAttend
A03059,5,NotAttend
A03060,1,attend
A03060,2,NotAttend
A03060,3,NotAttend
A03060,4,NotAttend
A03060,5,NotAttend
A03061,1,NotAttend
A03061,2,NotAttend
A03061,3,NotAttend
A03061,4,NotAttend
A03061,5,NotAttend
A03062,1,NotAttend
A03062,2,NotAttend
A03062,3,NotAttend
A03062,4,NotAttend
A03062,5,attend
A03063,1,NotAttend
A03063,2,NotAttend
A03063,3,NotAttend
A03063,4,NotAttend
A03063,5,NotAttend
A03064,1,NotAttend
A03064,2,NotAttend
A03064,3,attend
A03064,4,NotAttend
A03064,5,NotAttend
A03065,1,NotAttend
A03065,2,NotAttend
A03065,3,NotAttend
A03065,4,NotAttend
A03065,5,NotAttend
A03066,1,NotAttend
A03066,2,NotAttend
A03066,3,NotAttend
A03066,4,NotAttend
A03066,5,NotAttend
A03067,1,NotAttend
A03067,2,NotAttend
A03067,3,NotAttend
A03067,4,NotAttend
A03067,5,NotAttend
A03068,1,NotAttend
A03068,2,NotAttend
A03068,3,attend
A03068,4,NotAttend
A03068,5,NotAttend
A03069,1,NotAttend
A03069,2,NotAttend
A03069,3,NotAttend
A03069,4,NotAttend
A03069,5,attend
A03070,1,NotAttend
A03070,2,NotAttend
A03070,3,NotAttend
A03070,4,NotAttend
A03070,5,attend
A03071,1,NotAttend
A03071,2,NotAttend
A03071,3,attend
A03071,4,NotAttend
A03071,5,attend
A03072,1,NotAttend
A03072,2,attend
A03072,3,NotAttend
A03072,4,NotAttend
A03072,5,NotAttend
A03073,1,NotAttend
A03073,2,NotAttend
A03073,3,NotAttend
A03073,4,NotAttend
A03073,5,NotAttend
A03074,1,NotAttend
A03074,2,attend
A03074,3,NotAttend
A03074,4,NotAttend
A03074,5,attend
A03075,1,NotAttend
A03075,2,NotAttend
A03075,3,attend
A03075,4,NotAttend
A03075,5,NotAttend
A03076,1,NotAttend
A03076,2,NotAttend
A03076,3,NotAttend
A03076,4,NotAttend
A03076,5,NotAttend
A03077,1,NotAttend
A03077,2,NotAttend
A03077,3,attend
A03077,4,NotAttend
A03077,5,NotAttend
A03078,1,NotAttend
A03078,2,NotAttend
A03078,3,NotAttend
A03078,4,NotAttend
A03078,5,NotAttend
A03079,1,attend
A03079,2,NotAttend
A03079,3,NotAttend
A03079,4,NotAttend
A03079,5,NotAttend
A03080,1,NotAttend
A03080,2,NotAttend
A03080,3,NotAttend
A03080,4,NotAttend
A03080,5,NotAttend
A03081,1,NotAttend
A03081,2,NotAttend
A03081,3,NotAttend
A03081,4,attend
A03081,5,NotAttend
A03082,1,NotAttend
A03082,2,NotAttend
A03082,3,NotAttend
A03082,4,NotAttend
A03082,5,NotAttend
A03083,1,NotAttend
A03083,2,NotAttend
A03083,3,NotAttend
A03083,4,NotAttend
A03083,5,attend
A03084,1,NotAttend
A03084,2,NotAttend
A03084,3,NotAttend
A03084,4,NotAttend
A03084,5,NotAttend
A03085,1,NotAttend
A03085,2,attend
A03085,3,attend
A03085,4,NotAttend
A03085,5,NotAttend
A03086,1,NotAttend
A03086,2,NotAttend
A03086,3,NotAttend
A03086,4,attend
A03086,5,attend
A03087,1,NotAttend
A03087,2,NotAttend
A03087,3,NotAttend
A03087,4,NotAttend
A03087,5,NotAttend
A03088,1,NotAttend
A03088,2,NotAttend
A03088,3,attend
A03088,4,NotAttend
A03088,5,NotAttend
A03089,1,NotAttend
A03089,2,NotAttend
A03089,3,NotAttend
A03089,4,NotAttend
A03089,5,NotAttend
A03090,1,NotAttend
A03090,2,NotAttend
A03090,3,NotAttend
A03090,4,NotAttend
A03090,5,NotAttend
A03091,1,attend
A03091,2,NotAttend
A03091,3,NotAttend
A03091,4,NotAttend
A03091,5,NotAttend
A03092,1,NotAttend
A03092,2,NotAttend
A03092,3,attend
A03092,4,NotAttend
A03092,5,NotAttend
A03093,1,NotAttend
A03093,2,NotAttend
A03093,3,NotAttend
A03093,4,NotAttend
A03093,5,NotAttend
A03094,1,attend
A03094,2,NotAttend
A03094,3,NotAttend
A03094,4,attend
A03094,5,NotAttend
A03095,1,NotAttend
A03095,2,NotAttend
A03095,3,NotAttend
A03095,4,NotAttend
A03095,5,NotAttend
A03096,1,attend
A03096,2,NotAttend
A03096,3,NotAttend
A03096,4,NotAttend
A03096,5,NotAttend
A03097,1,NotAttend
A03097,2,NotAttend
A03097,3,NotAttend
A03097,4,NotAttend
A03097,5,NotAttend
A03098,1,NotAttend
A03098,2,NotAttend
A03098,3,NotAttend
A03098,4,NotAttend
A03098,5,NotAttend
A03099,1,NotAttend
A03099,2,attend
A03099,3,NotAttend
A03099,4,attend
A03099,5,NotAttend
A03100,1,NotAttend
A03100,2,NotAttend
A03100,3,NotAttend
A03100,4,NotAttend
A03100,5,NotAttend
A03101,1,attend
A03101,2,NotAttend
A03101,3,NotAttend
A03101,4,NotAttend
A03101,5,NotAttend
A03102,1,attend
A03102,2,NotAttend
A03102,3,NotAttend
A03102,4,NotAttend
A03102,5,NotAttend
A03103,1,NotAttend
A03103,2,attend
A03103,3,attend
A03103,4,NotAttend
A03103,5,NotAttend
A03104,1,NotAttend
A03104,2,NotAttend
A03104,3,NotAttend
A03104,4,NotAttend
A03104,5,NotAttend
A03105,1,NotAttend
A03105,2,NotAttend
A03105,3,NotAttend
A03105,4,NotAttend
A03105,5,NotAttend
A03106,1,NotAttend
A03106,2,NotAttend
A03106,3,NotAttend
A03106,4,attend
A03106,5,NotAttend
A03107,1,attend
A03107,2,NotAttend
A03107,3,NotAttend
A03107,4,NotAttend
A03107,5,NotAttend
A03108,1,NotAttend
A03108,2,NotAttend
A03108,3,NotAttend
A03108,4,NotAttend
A03108,5,NotAttend
A03109,1,NotAttend
A03109,2,NotAttend
A03109,3,NotAttend
A03109,4,NotAttend
A03109,5,NotAttend
A03110,1,NotAttend
A03110,2,NotAttend
A03110,3,NotAttend
A03110,4,NotAttend
A03110,5,NotAttend
A03111,1,NotAttend
A03111,2,NotAttend
A03111,3,NotAttend
A03111,4,attend
A03111,5,NotAttend
A03112,1,NotAttend
A03112,2,NotAttend
A03112,3,NotAttend
A03112,4,attend
A03112,5,NotAttend
A03113,1,NotAttend
A03113,2,NotAttend
A03113,3,NotAttend
A03113,4,NotAttend
A03113,5,NotAttend
A03114,1,NotAttend
A03114,2,NotAttend
A03114,3,attend
A03114,4,NotAttend
A03114,5,NotAttend
A03115,1,NotAttend
A03115,2,NotAttend
A03115,3,attend
A03115,4,NotAttend
A03115,5,NotAttend
A03116,1,attend
A03116,2,NotAttend
A03116,3,NotAttend
A03116,4,NotAttend
A03116,5,NotAttend
A03117,1,NotAttend
A03117,2,attend
A03117,3,NotAttend
A03117,4,NotAttend
A03117,5,NotAttend
A03118,1,attend
A03118,2,NotAttend
A03118,3,NotAttend
A03118,4,NotAttend
A03118,5,attend
A03119,1,NotAttend
A03119,2,NotAttend
A03119,3,NotAttend
A03119,4,NotAttend
A03119,5,NotAttend
A03120,1,NotAttend
A03120,2,NotAttend
A03120,3,NotAttend
A03120,4,NotAttend
A03120,5,NotAttend
A03121,1,NotAttend
A03121,2,attend
A03121,3,NotAttend
A03121,4,NotAttend
A03121,5,NotAttend
A03122,1,attend
A03122,2,attend
A03122,3,NotAttend
A03122,4,NotAttend
A03122,5,NotAttend
A03123,1,NotAttend
A03123,2,NotAttend
A03123,3,NotAttend
A03123,4,NotAttend
A03123,5,attend
A03124,1,NotAttend
A03124,2,NotAttend
A03124,3,attend
A03124,4,NotAttend
A03124,5,NotAttend
A03125,1,NotAttend
A03125,2,NotAttend
A03125,3,attend
A03125,4,attend
A03125,5,NotAttend
A03126,1,NotAttend
A03126,2,attend
A03126,3,NotAttend
A03126,4,NotAttend
A03126,5,NotAttend
A03127,1,attend
A03127,2,NotAttend
A03127,3,NotAttend
A03127,4,NotAttend
A03127,5,NotAttend
A03128,1,attend
A03128,2,NotAttend
A03128,3,NotAttend
A03128,4,NotAttend
A03128,5,NotAttend
A03129,1,NotAttend
A03129,2,NotAttend
A03129,3,NotAttend
A03129,4,NotAttend
A03129,5,NotAttend
A03130,1,NotAttend
A03130,2,NotAttend
A03130,3,attend
A03130,4,NotAttend
A03130,5,NotAttend
A03131,1,NotAttend
A03131,2,NotAttend
A03131,3,NotAttend
A03131,4,NotAttend
A03131,5,NotAttend
A03132,1,NotAttend
A03132,2,NotAttend
A03132,3,NotAttend
A03132,4,NotAttend
A03132,5,NotAttend
A03133,1,NotAttend
A03133,2,NotAttend
A03133,3,NotAttend
A03133,4,NotAttend
A03133,5,NotAttend
A03134,1,NotAttend
A03134,2,attend
A03134,3,NotAttend
A03134,4,NotAttend
A03134,5,NotAttend
A03135,1,NotAttend
A03135,2,NotAttend
A03135,3,attend
A03135,4,NotAttend
A03135,5,attend
A03136,1,NotAttend
A03136,2,NotAttend
A03136,3,NotAttend
A03136,4,NotAttend
A03136,5,NotAttend
A03137,1,attend
A03137,2,NotAttend
A03137,3,attend
A03137,4,NotAttend
A03137,5,attend
A03138,1,NotAttend
A03138,2,NotAttend
A03138,3,attend
A03138,4,NotAttend
A03138,5,attend
A03139,1,NotAttend
A03139,2,attend
A03139,3,NotAttend
A03139,4,NotAttend
A03139,5,attend
A03140,1,NotAttend
A03140,2,attend
A03140,3,NotAttend
A03140,4,attend
A03140,5,attend
A03141,1,NotAttend
A03141,2,attend
A03141,3,attend
A03141,4,NotAttend
A03141,5,attend
A03142,1,NotAttend
A03142,2,NotAttend
A03142,3,NotAttend
A03142,4,attend
A03142,5,NotAttend
A03143,1,NotAttend
A03143,2,NotAttend
A03143,3,NotAttend
A03143,4,NotAttend
A03143,5,NotAttend
A03144,1,NotAttend
A03144,2,NotAttend
A03144,3,attend
A03144,4,NotAttend
A03144,5,NotAttend
A03145,1,NotAttend
A03145,2,NotAttend
A03145,3,NotAttend
A03145,4,NotAttend
A03145,5,NotAttend
A03146,1,NotAttend
A03146,2,attend
A03146,3,NotAttend
A03146,4,NotAttend
A03146,5,attend
A03147,1,NotAttend
A03147,2,attend
A03147,3,NotAttend
A03147,4,NotAttend
A03147,5,NotAttend
A03148,1,NotAttend
A03148,2,NotAttend
A03148,3,NotAttend
A03148,4,NotAttend
A03148,5,NotAttend
A03149,1,NotAttend
A03149,2,NotAttend
A03149,3,attend
A03149,4,NotAttend
A03149,5,NotAttend
A03150,1,NotAttend
A03150,2,NotAttend
A03150,3,NotAttend
A03150,4,NotAttend
A03150,5,NotAttend
A03151,1,NotAttend
A03151,2,NotAttend
A03151,3,NotAttend
A03151,4,NotAttend
A03151,5,NotAttend
A03152,1,NotAttend
A03152,2,attend
A03152,3,NotAttend
A03152,4,NotAttend
A03152,5,NotAttend
A03153,1,NotAttend
A03153,2,NotAttend
A03153,3,NotAttend
A03153,4,NotAttend
A03153,5,attend
A03154,1,NotAttend
A03154,2,NotAttend
A03154,3,NotAttend
A03154,4,NotAttend
A03154,5,NotAttend
A03155,1,NotAttend
A03155,2,NotAttend
A03155,3,attend
A03155,4,NotAttend
A03155,5,NotAttend
A03156,1,NotAttend
A03156,2,NotAttend
A03156,3,NotAttend
A03156,4,NotAttend
A03156,5,NotAttend
A03157,1,NotAttend
A03157,2,NotAttend
A03157,3,NotAttend
A03157,4,NotAttend
A03157,5,NotAttend
A03158,1,NotAttend
A03158,2,NotAttend
A03158,3,attend
A03158,4,NotAttend
A03158,5,NotAttend
A03159,1,NotAttend
A03159,2,NotAttend
A03159,3,NotAttend
A03159,4,NotAttend
A03159,5,NotAttend
A03160,1,NotAttend
A03160,2,NotAttend
A03160,3,NotAttend
A03160,4,NotAttend
A03160,5,NotAttend
A03161,1,NotAttend
A03161,2,NotAttend
A03161,3,attend
A03161,4,NotAttend
A03161,5,NotAttend
A03162,1,NotAttend
A03162,2,NotAttend
A03162,3,NotAttend
A03162,4,NotAttend
A03162,5,NotAttend
A03163,1,attend
A03163,2,NotAttend
A03163,3,NotAttend
A03163,4,NotAttend
A03163,5,NotAttend
A03164,1,NotAttend
A03164,2,NotAttend
A03164,3,NotAttend
A03164,4,NotAttend
A03164,5,NotAttend
A03165,1,NotAttend
A03165,2,attend
A03165,3,NotAttend
A03165,4,NotAttend
A03165,5,NotAttend
A03166,1,NotAttend
A03166,2,NotAttend
A03166,3,NotAttend
A03166,4,NotAttend
A03166,5,NotAttend
A03167,1,NotAttend
A03167,2,NotAttend
A03167,3,NotAttend
A03167,4,NotAttend
A03167,5,NotAttend
A03168,1,NotAttend
A03168,2,NotAttend
A03168,3,attend
A03168,4,NotAttend
A03168,5,NotAttend
A03169,1,NotAttend
A03169,2,NotAttend
A03169,3,attend
A03169,4,NotAttend
A03169,5,NotAttend
A03170,1,NotAttend
A03170,2,NotAttend
A03170,3,NotAttend
A03170,4,attend
A03170,5,NotAttend
A03171,1,NotAttend
A03171,2,NotAttend
A03171,3,NotAttend
A03171,4,NotAttend
A03171,5,NotAttend
A03172,1,NotAttend
A03172,2,NotAttend
A03172,3,NotAttend
A03172,4,attend
A03172,5,NotAttend
A03173,1,NotAttend
A03173,2,NotAttend
A03173,3,NotAttend
A03173,4,NotAttend
A03173,5,NotAttend
A03174,1,NotAttend
A03174,2,NotAttend
A03174,3,NotAttend
A03174,4,attend
A03174,5,attend
A03175,1,NotAttend
A03175,2,NotAttend
A03175,3,attend
A03175,4,NotAttend
A03175,5,NotAttend
A03176,1,NotAttend
A03176,2,NotAttend
A03176,3,NotAttend
A03176,4,attend
A03176,5,attend
A03177,1,NotAttend
A03177,2,NotAttend
A03177,3,NotAttend
A03177,4,NotAttend
A03177,5,NotAttend
A03178,1,NotAttend
A03178,2,NotAttend
A03178,3,NotAttend
A03178,4,NotAttend
A03178,5,attend
A03179,1,NotAttend
A03179,2,NotAttend
A03179,3,NotAttend
A03179,4,NotAttend
A03179,5,NotAttend
A03180,1,NotAttend
A03180,2,attend
A03180,3,NotAttend
A03180,4,attend
A03180,5,NotAttend
A03181,1,NotAttend
A03181,2,NotAttend
A03181,3,NotAttend
A03181,4,attend
A03181,5,NotAttend
A03182,1,NotAttend
A03182,2,NotAttend
A03182,3,NotAttend
A03182,4,NotAttend
A03182,5,NotAttend
A03183,1,NotAttend
A03183,2,NotAttend
A03183,3,NotAttend
A03183,4,attend
A03183,5,attend
